category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
Clean Technology,1268000,acquired,USA,MA,Boston,Gloucester,2,2008-01-01,2010-01-07,2010-09-15
Software,700000,operating,USA,CA,Los Angeles,Woodland Hills,1,2008-01-01,2014-02-26,2014-02-26
Apps,240000,operating,CAN,BC,Vancouver,Vancouver,1,2009-01-01,2014-02-01,2014-02-01
Curated Web,-,operating,USA,TX,Austin,Austin,1,2011-01-01,2011-09-01,2011-09-01
Software,2880000,operating,FRA,B5,Nantes,Nantes,2,1998-01-01,2005-01-17,2005-09-26
Biotechnology,2355000,operating,IND,16,Mumbai,Mumbai,1,2008-01-01,2010-03-03,2010-03-03
Advertising,1137000000,ipo,USA,IL,Chicago,Chicago,6,2008-11-11,2007-01-01,2011-02-25
Software,1300000,operating,GBR,H9,London,London,2,2007-10-10,2008-01-01,2010-06-30
Curated Web,22023992,operating,USA,NY,New York City,New York,3,2010-07-01,2011-09-02,2015-02-18
Analytics,1500000,operating,USA,UT,Salt Lake City,Provo,1,2014-01-01,2014-12-11,2014-12-11
Biotechnology,9587500,operating,USA,CA,SF Bay Area,San Francisco,3,1998-06-01,2011-05-01,2014-06-24
Software,51020,operating,USA,CA,SF Bay Area,Santa Clara,1,2004-01-01,2013-08-21,2013-08-21
E-Commerce,-,operating,ARE,3,Dubai,Dubai,1,2012-01-01,2014-08-05,2014-08-05
Enterprise Software,40000,operating,IND,7,New Delhi,New Delhi,2,2013-01-01,2014-06-01,2014-10-07
E-Commerce,515750,operating,USA,CA,Anaheim,Irvine,2,2010-01-01,2011-02-09,2011-09-19
Software,875,operating,USA,CA,Bakersfield,Ridgecrest,1,2014-12-12,2014-12-12,2014-12-12
Enterprise Software,16000000,closed,USA,CA,SF Bay Area,San Francisco,2,2001-01-01,2004-11-02,2006-08-28
Software,-,operating,CAN,NL,St. John's,St. John's,1,2011-01-18,2011-11-08,2011-11-08
E-Commerce,12100000,operating,USA,CA,SF Bay Area,Newark,2,2014-02-01,2015-01-27,2015-09-18
E-Commerce,-,operating,TUR,34,Istanbul,Istanbul,2,2009-11-01,2010-05-06,2011-10-11
E-Commerce,1000000,operating,TUR,34,Istanbul,Istanbul,1,2011-01-01,2012-01-15,2012-01-15
Mobile,2160000,operating,USA,VA,"Washington, D.C.",Reston,3,2011-09-01,2012-09-01,2015-02-20
Enterprise Software,7000000,operating,USA,MA,Boston,Norwood,1,1995-01-01,2010-01-15,2010-01-15
Clean Technology,83649920,ipo,USA,NH,"Manchester, New Hampshire",Merrimack,2,1994-01-01,2010-08-12,2013-05-29
Software,11753046,acquired,USA,CA,SF Bay Area,Oakland,2,1998-01-01,2007-04-01,2011-02-11
Clean Technology,40000000,closed,USA,NH,"Manchester, New Hampshire",Merrimack,1,1994-01-01,2010-01-19,2010-01-19
Biotechnology,9557542,operating,USA,MN,Minneapolis,Minneapolis,2,2002-01-01,2010-12-16,2014-10-02
Software,100000,operating,USA,CA,San Diego,Escondido,1,1995-01-01,2015-01-28,2015-01-28
Advertising,19650002,operating,USA,CA,SF Bay Area,Berkeley,4,1991-01-01,2014-02-10,2015-09-07
E-Commerce,10000000,operating,CHN,4,CHN - Other,Changsha,1,2006-01-01,2014-07-09,2014-07-09
Advertising,-,operating,CHN,30,Shenzhen,Shenzhen,1,2007-01-01,2010-10-01,2010-10-01
Advertising,7653826,operating,CHN,30,Shenzhen,Shenzhen,1,1998-01-01,2010-12-01,2010-12-01
Biotechnology,2929687,operating,CHN,30,Guangzhou,Guangzhou,2,2006-01-01,2009-01-01,2009-12-01
Mobile,6003001,operating,CHN,22,Beijing,Beijing,2,2009-12-01,2010-12-01,2015-05-08
Curated Web,-,operating,CHN,30,Guangzhou,Guangzhou,1,2006-01-01,2010-11-01,2010-11-01
Mobile,-,operating,CHN,23,Shanghai,Shanghai,1,2012-01-01,2012-10-25,2012-10-25
Curated Web,-,acquired,USA,MD,Baltimore,Baltimore,3,2008-07-01,2008-07-01,2010-02-01
Enterprise Software,167500,operating,CAN,ON,Delta,Delta,1,2007-01-01,2010-04-19,2010-04-19
Biotechnology,4552736,operating,USA,TX,Dallas,Mckinney,1,1979-01-01,2010-07-15,2010-07-15
Enterprise Software,19500000,acquired,USA,CA,SF Bay Area,San Mateo,3,2002-01-01,2005-06-06,2007-07-23
Apps,500000,operating,BEL,12,Brussels,Leuven,1,2011-01-01,2014-12-23,2014-12-23
Mobile,137164,operating,CHL,12,Santiago,Santiago,2,2012-01-01,2014-06-01,2015-03-01
Biotechnology,17500000,acquired,USA,CA,SF Bay Area,Hayward,3,1998-01-01,2001-06-22,2005-11-04
Mobile,4950000,operating,CAN,QC,Montreal,Montréal,4,2009-01-01,2010-07-01,2013-11-01
E-Commerce,800000,operating,USA,CA,SF Bay Area,San Mateo,1,2013-09-01,2011-08-01,2011-08-01
Software,450000,operating,USA,UT,Salt Lake City,Salt Lake City,1,2007-05-09,2009-03-20,2009-03-20
E-Commerce,47000000,operating,USA,CA,Los Angeles,Marina Del Rey,1,1993-01-01,1999-12-09,1999-12-09
Apps,2500000,operating,USA,FL,Miami,Miami,2,2012-08-01,2013-02-05,2013-07-02
Biotechnology,11082001,ipo,USA,GA,Atlanta,Norcross,4,1992-01-01,2010-09-10,2015-07-15
Software,-,operating,USA,TX,Dallas,Plano,1,2013-01-01,2014-02-04,2014-02-04
Mobile,4950000,operating,SWE,26,Stockholm,Stockholm,3,2011-11-01,2009-01-01,2014-06-01
E-Commerce,500000,operating,CAN,ON,Ottawa,Ottawa,1,2012-01-01,2014-04-24,2014-04-24
Curated Web,-,operating,USA,NY,New York City,New York,1,2011-06-06,2011-01-01,2011-01-01
Enterprise Software,42200000,operating,USA,CA,SF Bay Area,Menlo Park,3,2008-01-01,2013-08-27,2015-02-24
Clean Technology,300500,operating,USA,LA,LA - Other,Hackberry,2,2005-01-01,2009-06-30,2010-03-12
Curated Web,158940,closed,FRA,A3,FRA - Other,Neuilly-le-brignon,1,2009-10-28,2010-04-28,2010-04-28
Advertising,36825000,operating,USA,CA,Los Angeles,Santa Monica,5,2007-10-01,2007-12-01,2015-05-28
Mobile,830000,operating,USA,CA,SF Bay Area,San Jose,1,2011-01-01,2015-02-12,2015-02-12
E-Commerce,1265955,operating,CAN,AB,Calgary,Calgary,1,2012-01-01,2013-12-18,2013-12-18
E-Commerce,8100000,operating,USA,CA,SF Bay Area,San Francisco,2,2011-01-01,2012-02-08,2012-05-07
Advertising,700000,operating,USA,WA,Seattle,Seattle,2,2010-06-01,2010-06-01,2012-06-01
Mobile,33000000,operating,IND,16,Mumbai,Mumbai,3,2004-06-01,2006-12-22,2010-03-02
Software,5400000,operating,USA,PA,Philadelphia,Philadelphia,2,2013-01-01,2014-01-14,2015-09-01
Mobile,1800000,operating,USA,IN,Indianapolis,Indianapolis,2,2012-07-01,2014-04-13,2014-08-29
Advertising,6433000,closed,FRA,A8,Paris,Paris,2,2010-01-01,2013-05-28,2013-11-14
Apps,-,operating,USA,NY,New York City,Manhattan,1,2013-12-10,2015-04-14,2015-04-14
Clean Technology,500000,operating,USA,NY,Long Island,Deer Park,1,2011-02-09,2011-02-01,2011-02-01
Analytics,-,operating,IND,19,Bangalore,Bangalore,1,2011-01-20,2015-03-31,2015-03-31
Curated Web,20000,operating,USA,CA,Los Angeles,Los Angeles,1,2012-01-01,2013-05-01,2013-05-01
E-Commerce,16900000,operating,USA,NY,New York City,New York,3,2010-02-01,2010-11-04,2012-04-11
Software,508520,acquired,ITA,20,Roncade,Roncade,1,2007-01-01,2006-07-01,2006-07-01
Enterprise Software,302000,operating,IRL,7,Dublin,Dublin,1,2000-01-01,2006-02-01,2006-02-01
Software,395000,operating,USA,CA,SF Bay Area,San Francisco,1,1999-01-01,2013-09-03,2013-09-03
Enterprise Software,6000000,acquired,USA,CA,SF Bay Area,Mountain View,1,2002-01-01,2006-08-02,2006-08-02
Curated Web,42000,operating,USA,CA,SF Bay Area,San Francisco,1,2012-02-01,2013-02-19,2013-02-19
Advertising,25000,operating,ARG,7,Buenos Aires,Buenos Aires,1,2013-07-03,2013-07-03,2013-07-03
Curated Web,150000,operating,USA,CA,SF Bay Area,San Ramon,1,2011-01-01,2013-04-30,2013-04-30
Software,500000,operating,IND,19,Bangalore,Bangalore,2,2012-01-01,2013-06-01,2014-02-24
Analytics,8700011,operating,USA,VA,"Washington, D.C.",Sterling,2,2013-01-01,2014-04-23,2015-02-26
Analytics,16200000,acquired,USA,MA,Boston,Cambridge,2,2010-01-01,2011-10-21,2012-11-08
Biotechnology,2000000,ipo,ISR,6,Tel Aviv,Jerusalem,1,2005-01-01,2015-06-28,2015-06-28
Apps,10000000,operating,CHN,22,Beijing,Beijing,1,2014-01-01,2014-08-04,2014-08-04
Advertising,300000,operating,USA,NE,Omaha,Lincoln,1,2012-07-01,2014-08-08,2014-08-08
Curated Web,-,operating,ITA,9,Milan,Milan,1,2013-03-03,2013-10-11,2013-10-11
Software,17651295,operating,CAN,QC,Montreal,Montréal,2,2004-01-01,2009-03-30,2011-08-03
Mobile,275000,operating,USA,FL,Miami,Miami,1,2013-01-01,2013-09-26,2013-09-26
Software,7275635,acquired,ITA,9,Milan,Milan,1,1984-01-01,2002-10-16,2002-10-16
Advertising,118400,operating,DEU,2,Munich,Munich,1,2010-04-01,2009-11-01,2009-11-01
Software,-,operating,USA,CA,San Diego,Encinitas,1,2008-06-06,2013-09-19,2013-09-19
E-Commerce,300000,operating,USA,DE,"Wilmington, Delaware",Wilmington,1,2012-09-22,2013-10-01,2013-10-01
Clean Technology,745000,operating,USA,CA,SF Bay Area,Emeryville,2,2009-01-01,2010-12-03,2014-04-22
Biotechnology,13800002,operating,USA,GA,Atlanta,Duluth,3,2005-01-01,2009-10-23,2012-06-28
Advertising,340000,closed,USA,MA,Boston,North Andover,1,2008-01-07,2007-10-01,2007-10-01
Curated Web,1613875,closed,FIN,13,Helsinki,Helsinki,1,2006-11-30,2012-01-19,2012-01-19
Software,500000,operating,RUS,48,Moscow,Moscow,1,2010-01-01,2013-01-01,2013-01-01
Apps,100000,operating,BRA,2,BRA - Other,Maceió,1,2012-07-01,2012-08-01,2012-08-01
Curated Web,800000,operating,USA,CA,SF Bay Area,Oakland,2,2009-01-01,2007-05-02,2008-05-02
Mobile,10000000,acquired,USA,MO,Kansas City,Kansas City,2,2000-07-01,2005-09-12,2006-09-07
Apps,4150000,operating,USA,CA,SF Bay Area,San Francisco,2,2013-10-01,2013-09-01,2014-09-01
Mobile,100000,operating,USA,FL,Miami,Miami,1,2010-09-01,2013-12-30,2013-12-30
Advertising,-,operating,BRA,21,Rio de Janeiro,Rio De Janeiro,1,1999-08-01,2000-01-01,2000-01-01
Software,4000000,closed,USA,MA,Boston,Newton,1,1999-01-01,2012-06-13,2012-06-13
Curated Web,850000,operating,USA,CA,SF Bay Area,San Francisco,1,2013-06-01,2014-07-16,2014-07-16
Apps,110728926,operating,USA,NY,New York City,New York,6,2012-01-01,2012-10-16,2015-11-02
Advertising,18000000,operating,USA,NY,New York City,New York,2,2005-01-01,2007-02-05,2008-06-01
Advertising,6200000,operating,USA,NY,New York City,New York,1,2014-01-01,2014-10-07,2014-10-07
Curated Web,3500000,operating,USA,CA,SF Bay Area,San Francisco,2,2012-05-01,2011-06-14,2013-03-01
Enterprise Software,3734372,operating,CHN,2,Hangzhou,Hangzhou,2,2009-07-01,2009-09-01,2012-04-01
Software,16236400,operating,CHN,2,Hangzhou,Hangzhou,1,2005-07-11,2011-11-01,2011-11-01
Software,2196193,operating,CHN,30,Guangzhou,Guangzhou,2,2006-12-01,2009-06-01,2010-03-01
Clean Technology,670000000,ipo,CHN,23,Shanghai,Shanghai,2,2004-01-01,2013-06-27,2013-12-02
Curated Web,299222,operating,USA,CA,SF Bay Area,San Francisco,1,2005-01-01,2013-05-28,2013-05-28
Software,500000,operating,IND,19,IND - Other,Whitefield,1,2012-01-01,2015-04-23,2015-04-23
Mobile,3200000,operating,USA,MA,Boston,Boston,2,2012-05-01,2012-07-01,2014-08-11
Software,45000000,operating,IND,19,Bangalore,Bangalore,1,2011-08-29,2011-11-16,2011-11-16
Apps,11508015,operating,USA,NY,New York City,New York,5,2011-12-01,2012-02-13,2015-05-12
E-Commerce,64640656,operating,CHN,4,CHN - Other,Changsha,3,2005-01-01,2010-03-01,2011-03-01
Apps,-,operating,GBR,H9,London,London,1,2014-03-20,2015-02-26,2015-02-26
E-Commerce,360375,operating,ESP,56,Barcelona,Barcelona,1,2011-08-15,2011-08-01,2011-08-01
Apps,70000,operating,USA,HI,Honolulu,Honolulu,2,2013-05-01,2013-11-01,2014-12-23
Apps,3676000,operating,USA,CA,SF Bay Area,San Francisco,2,2011-10-01,2012-07-18,2015-02-19
Analytics,157450,operating,BEL,8,Brussels,Ghent,1,2012-06-01,2012-06-15,2012-06-15
E-Commerce,5492100,operating,FRA,A8,Paris,Paris,2,2009-05-19,2009-01-01,2011-02-21
Biotechnology,1925000,operating,USA,TN,Memphis,Memphis,5,2010-01-01,2012-06-01,2015-09-09
Enterprise Software,45000000,acquired,USA,CA,SF Bay Area,San Mateo,3,2008-01-01,2009-05-15,2011-05-17
Biotechnology,4271733,operating,USA,CA,Anaheim,Irvine,3,2010-01-01,2012-05-17,2015-08-11
Enterprise Software,40000000,operating,USA,GA,Atlanta,Atlanta,1,2000-01-01,2005-09-01,2005-09-01
Biotechnology,3216500,operating,USA,MA,Boston,Cambridge,1,2006-01-01,2013-07-24,2013-07-24
Enterprise Software,2000000,acquired,USA,PA,Philadelphia,Doylestown,1,2003-01-01,2006-12-05,2006-12-05
Analytics,32570,operating,PER,15,Lima,Lima,1,2009-06-10,2010-08-01,2010-08-01
Software,42000000,acquired,USA,VA,"Washington, D.C.",Reston,4,1998-01-01,2006-12-12,2011-12-15
E-Commerce,100000000,acquired,USA,OR,Medford,Medford,1,1934-01-01,2013-10-03,2013-10-03
E-Commerce,-,operating,IDN,4,Jakarta,Jakarta,1,2013-01-01,2014-10-06,2014-10-06
Clean Technology,244514000,operating,USA,MA,Boston,Waltham,12,2008-01-01,2009-12-24,2015-11-23
Analytics,100000,operating,USA,LA,Shreveport,Shreveport,1,2014-01-01,2012-08-31,2012-08-31
Mobile,20000,closed,USA,UT,Salt Lake City,Salt Lake City,1,2015-05-15,2015-07-09,2015-07-09
Curated Web,200000,closed,USA,NJ,Newark,Edison,1,2012-03-12,2012-04-01,2012-04-01
Analytics,-,operating,GBR,L9,Sheffield,Sheffield,1,2013-10-29,2014-04-01,2014-04-01
E-Commerce,1650000,operating,USA,NY,New York City,New York,2,2014-01-01,2013-06-04,2013-06-05
Biotechnology,22630691,operating,AUS,7,Melbourne,Melbourne,3,2002-01-01,2005-05-30,2013-10-31
Clean Technology,1000000,operating,USA,TN,TN - Other,Leoma,1,2006-01-01,2013-12-30,2013-12-30
Software,5000000,operating,CAN,AB,Calgary,Calgary,1,2000-09-01,2010-11-30,2010-11-30
E-Commerce,41000000,acquired,USA,CA,Los Angeles,Los Angeles,2,2007-12-01,2009-05-12,2010-06-03
Curated Web,12000,operating,USA,IL,Chicago,Chicago,1,2009-09-10,2009-09-10,2009-09-10
Apps,50000,operating,USA,TN,Nashville,Nashville,1,2014-04-01,2015-01-02,2015-01-02
Curated Web,7520000,operating,USA,CO,Denver,Denver,4,2014-01-01,2015-02-02,2015-11-04
Curated Web,5192555,operating,USA,CA,SF Bay Area,Palo Alto,1,2010-01-01,2011-07-06,2011-07-06
Software,-,closed,USA,TX,Houston,Houston,1,2015-01-01,2014-11-01,2014-11-01
E-Commerce,22000000,operating,USA,NE,Omaha,Omaha,3,2002-01-01,2003-01-01,2014-09-01
E-Commerce,-,operating,TUR,34,Istanbul,Istanbul,2,2011-01-01,2012-04-26,2013-07-01
E-Commerce,864060,operating,ESP,52,ESP - Other,La Muela,1,2007-05-10,2011-04-08,2011-04-08
Biotechnology,18336720,operating,USA,DE,"Wilmington, Delaware",New Castle,1,1984-01-01,2009-10-14,2009-10-14
Software,12600000,operating,USA,CA,Bakersfield,California City,1,2011-01-01,2015-12-01,2015-12-01
Enterprise Software,36714000,operating,USA,IN,Indianapolis,Indianapolis,5,2001-01-01,2013-04-12,2015-10-21
Biotechnology,28550000,operating,USA,IL,Chicago,Chicago,1,2011-01-01,2011-03-09,2011-03-09
Software,660000,operating,USA,CT,Hartford,New Haven,1,2010-01-01,2010-12-30,2010-12-30
Biotechnology,2970000,operating,USA,NJ,Newark,Short Hills,2,2009-01-01,2013-02-13,2014-12-31
Mobile,3000000,operating,USA,CA,SF Bay Area,Burlingame,1,2011-01-01,2013-11-13,2013-11-13
Clean Technology,117500,operating,USA,KY,KY - Other,Providence,2,2008-11-01,2013-07-23,2015-04-20
Advertising,-,operating,CHN,23,Shanghai,Shanghai,3,1999-01-01,2002-03-01,2006-09-15
Software,900000,closed,USA,CA,Los Angeles,Los Angeles,1,2006-01-01,2006-08-28,2006-08-28
Software,660000,closed,USA,CA,SF Bay Area,San Francisco,1,2007-01-01,2009-11-04,2009-11-04
Software,10356751,acquired,USA,WA,Seattle,Seattle,3,1999-01-01,2001-09-25,2010-03-11
Clean Technology,6840683,operating,USA,CA,SF Bay Area,Redwood City,4,2008-01-01,2009-04-08,2012-06-29
Apps,5000000,operating,USA,CA,Los Angeles,Santa Monica,1,2014-10-01,2015-06-23,2015-06-23
Biotechnology,716867,operating,KOR,11,Seoul,Seoul,1,2012-02-27,2013-08-07,2013-08-07
Biotechnology,29167989,operating,JPN,40,Tokyo,Tokyo,1,2011-02-24,2013-10-08,2013-10-08
Biotechnology,15500000,operating,ISR,2,Tel Aviv,Rehovot,2,2002-01-01,2007-11-27,2010-11-04
Analytics,4999541,operating,USA,OH,"Columbus, Ohio",Columbus,1,2008-01-01,2013-05-14,2013-05-14
Analytics,152000000,operating,USA,UT,Salt Lake City,Salt Lake City,5,2008-01-01,2011-09-01,2015-03-17
Software,125000,operating,USA,OH,"Columbus, Ohio",Columbus,1,2014-01-01,2015-09-02,2015-09-02
Biotechnology,475000,ipo,USA,GA,Savannah,Savannah,1,2001-01-01,2009-04-08,2009-04-08
Biotechnology,1006102,operating,USA,CA,"Orange County, California",Santa Ana,2,1996-01-01,2012-10-25,2013-08-02
Biotechnology,58000,operating,USA,MA,Boston,Reading,1,2011-01-01,2013-08-27,2013-08-27
Software,16000000,acquired,USA,CA,SF Bay Area,Palo Alto,1,1988-01-01,2006-11-17,2006-11-17
Biotechnology,8193628,operating,USA,FL,Tampa,Tampa,5,1996-01-01,2003-01-01,2014-06-11
Analytics,17939377,acquired,USA,PA,Philadelphia,King Of Prussia,4,1999-01-01,2005-01-27,2010-08-23
Software,1000000,operating,USA,NV,Las Vegas,Las Vegas,1,2010-01-01,2011-04-28,2011-04-28
Biotechnology,15748632,operating,USA,KS,Kansas City,Overland Park,2,2010-01-01,2011-02-17,2014-03-12
Analytics,5400000,operating,USA,FL,Ft. Lauderdale,Fort Lauderdale,1,2001-01-01,2013-11-15,2013-11-15
Advertising,17890311,operating,USA,NJ,NJ - Other,Lambertville,1,1992-01-01,2009-03-05,2009-03-05
Biotechnology,9125000,operating,USA,TN,Nashville,Nashville,2,1968-01-01,2012-10-15,2014-06-25
Software,10663730,operating,USA,MD,Baltimore,Glenwood,1,2006-01-01,2015-08-18,2015-08-18
Software,41200000,acquired,USA,MA,Boston,Woburn,2,1992-01-01,2008-02-15,2010-11-08
Software,49283758,operating,USA,MA,Boston,Burlington,3,2004-01-01,2013-10-16,2015-02-27
Curated Web,9512195,operating,AUS,8,Perth,Perth,1,2007-07-01,2013-08-16,2013-08-16
Biotechnology,300000,operating,USA,NJ,NJ - Other,Flemington,1,2012-01-01,2012-07-24,2012-07-24
Enterprise Software,8250000,operating,USA,CA,SF Bay Area,Sunnyvale,2,2010-01-01,2012-01-01,2015-01-01
Biotechnology,723723,operating,USA,CT,Hartford,Norwalk,1,2009-01-01,2013-05-06,2013-05-06
Analytics,1004999,operating,USA,PA,Philadelphia,Phoenixville,1,2013-05-01,2015-04-07,2015-04-07
E-Commerce,-,operating,IND,10,New Delhi,Gurgaon,1,2011-03-01,2013-06-07,2013-06-07
Biotechnology,1800000,operating,USA,OH,"Columbus, Ohio",Columbus,2,2010-01-01,2011-08-16,2015-01-14
Curated Web,2000000,acquired,USA,CA,SF Bay Area,Sunnyvale,1,2012-01-01,2012-08-22,2012-08-22
Software,3907000,operating,USA,PA,Philadelphia,King Of Prussia,2,2012-01-01,2014-03-26,2015-04-07
Biotechnology,2025000,operating,USA,TX,Houston,Katy,6,2013-01-01,2013-09-27,2014-09-10
Biotechnology,32130000,operating,USA,MN,MN - Other,Mendota,8,2001-01-01,2009-04-01,2014-08-19
Biotechnology,15999996,operating,USA,CA,CA - Other,Boulevard,1,1983-01-01,2012-01-13,2012-01-13
Biotechnology,3700000,acquired,USA,TN,Nashville,Franklin,1,2000-01-01,2013-06-19,2013-06-19
Enterprise Software,2400000,ipo,USA,TN,Nashville,Nashville,1,1990-01-01,2014-03-19,2014-03-19
Biotechnology,925000,operating,GBR,H9,London,London,2,2012-01-01,2012-11-07,2013-03-22
Apps,-,closed,UKR,13,Kiev,Kiev,1,2014-12-15,2014-11-15,2014-11-15
Biotechnology,3814840,operating,USA,WA,Seattle,Bellevue,3,2004-01-01,2006-04-28,2010-10-22
E-Commerce,17620401,ipo,USA,OH,Cincinnati,Loveland,7,2007-08-30,2009-04-27,2014-08-26
Software,-,operating,USA,MA,Boston,Wilmington,1,1998-06-01,2011-09-20,2011-09-20
Analytics,2000000,operating,USA,CA,SF Bay Area,San Francisco,1,2013-01-01,2013-08-27,2013-08-27
E-Commerce,20000,operating,USA,NY,New York City,New York,1,2011-01-01,2011-05-01,2011-05-01
Biotechnology,172715918,operating,USA,CA,SF Bay Area,Redwood City,5,2007-01-01,2010-04-19,2015-02-13
E-Commerce,2000000,acquired,USA,CA,SF Bay Area,San Francisco,1,2013-06-01,2013-08-21,2013-08-21
Biotechnology,15599800,ipo,USA,NC,Raleigh,Chapel Hill,4,2008-01-01,2009-11-18,2014-08-25
Analytics,500000,operating,USA,CA,Los Angeles,Los Angeles,1,2013-04-02,2013-01-01,2013-01-01
Advertising,25800000,operating,USA,NY,New York City,New York,3,1999-01-01,2001-03-01,2006-12-21
Analytics,4750000,operating,IND,16,Mumbai,Mumbai,3,2010-12-09,2012-01-01,2013-12-10
Curated Web,1168900,operating,USA,NY,New York City,New York,1,2009-01-01,2009-12-23,2009-12-23
Advertising,3000000,operating,USA,FL,Palm Beaches,West Palm Beach,2,2002-01-01,2008-04-10,2013-10-16
Analytics,-,operating,USA,CT,Hartford,New Haven,1,2008-01-01,2013-01-23,2013-01-23
Apps,500000,operating,FRA,A8,Paris,Paris,2,2013-01-01,2014-01-01,2015-03-27
Software,7360556,operating,USA,CA,SF Bay Area,Redwood City,1,2012-01-01,2015-09-28,2015-09-28
Biotechnology,123400000,closed,USA,AZ,Phoenix,Gilbert,3,2008-01-01,2012-05-02,2013-09-03
Clean Technology,49826996,operating,DEU,13,Dresden,Dresden,2,2006-01-01,2009-11-26,2014-09-30
Clean Technology,800000,operating,USA,UT,UT - Other,Washington,2,2008-06-01,2012-03-07,2014-09-02
Biotechnology,500009,operating,USA,NY,Syracuse,Syracuse,1,2012-01-01,2013-04-10,2013-04-10
Clean Technology,4475888,operating,SWE,28,Gothenburg,Gothenburg,1,2006-01-01,2011-10-11,2011-10-11
Clean Technology,11482,closed,USA,CA,SF Bay Area,Berkeley,2,2012-06-01,2013-01-01,2014-01-01
Clean Technology,253000000,operating,USA,TX,Austin,Austin,6,2001-01-01,2005-06-01,2013-08-03
Clean Technology,1000000,operating,AUT,9,Vienna,Vienna,1,2010-06-26,2010-11-11,2010-11-11
E-Commerce,700000,operating,SWE,26,Stockholm,Stockholm,1,2011-02-01,2012-07-01,2012-07-01
Biotechnology,9378276,operating,USA,WA,Seattle,Bothell,3,1988-01-01,2010-03-12,2013-05-01
Software,12253817,operating,IRL,7,Dublin,Dublin,1,1987-01-01,2014-05-29,2014-05-29
E-Commerce,800000,operating,USA,NY,New York City,New York,1,2015-01-05,2015-03-12,2015-03-12
Biotechnology,3362500,closed,USA,CT,Hartford,New Haven,3,2006-01-01,2009-03-19,2010-11-23
Biotechnology,1650000,operating,USA,MA,Worcester,Worcester,1,2012-01-01,2014-02-24,2014-02-24
Biotechnology,17333335,acquired,USA,CA,San Diego,Carlsbad,2,2007-01-01,2007-08-30,2009-10-21
E-Commerce,33907283,operating,USA,CA,SF Bay Area,San Francisco,3,2012-08-01,2014-01-28,2015-06-15
Mobile,889999,closed,USA,CA,SF Bay Area,San Francisco,2,2006-01-01,2007-06-01,2010-04-12
